Unlimited_Data,Streaming_TV,Streaming_Music,Streaming_Movies,Premium_Tech_Support,Number_of_Referrals,Tenure_in_Months,Total_Charges,Monthly_Charge,Total_Long_Distance_Charges,Customer_Status
0,1,0,0,0,7,32,2723.75,86.1,853.12,0
1,1,1,1,0,0,58,2689.35,45.0,0.0,0
1,0,0,0,0,0,13,261.3,20.4,85.28,0
1,0,0,0,0,1,15,340.85,19.45,597.6,0
0,1,1,1,0,5,63,6109.75,96.0,1292.13,0
1,0,0,0,1,0,1,29.15,29.15,0.0,0
1,1,0,0,1,1,9,890.6,94.85,157.23,1
1,0,0,0,0,0,25,475.2,19.8,348.25,0
1,1,1,1,1,8,71,6506.15,93.2,860.52,0
0,0,1,1,0,0,11,733.95,64.05,450.56,0
1,0,0,0,1,0,45,3941.7,87.25,201.6,1
1,0,0,0,0,0,12,246.7,20.3,387.84,0
1,0,0,0,0,1,23,478.75,20.4,910.57,0
0,0,1,0,0,0,1,24.4,24.4,0.0,0
1,0,0,0,1,0,24,1348.5,54.95,721.68,0
1,0,0,0,0,0,5,341.6,69.35,47.8,0
1,1,0,1,0,1,27,2754.45,101.25,1237.14,1
1,0,1,1,0,0,22,1855.65,84.3,639.54,1
1,0,0,0,0,0,70,1328.35,19.85,2863.7,0
1,1,1,1,1,0,9,827.45,95.9,277.2,0
1,0,0,0,0,1,47,1016.7,20.05,67.68,0
1,0,0,0,0,5,71,1415.85,19.7,1587.56,0
1,0,0,0,0,0,31,2094.65,73.55,1471.88,0
1,1,1,1,0,0,57,5497.05,-3.0,694.83,0
1,1,0,0,0,10,8,475.1,54.4,12.48,0
0,0,0,0,0,0,30,2438.6,84.3,741.9,0
1,1,1,1,0,0,72,7544.0,105.5,1581.12,0
1,0,0,0,0,2,68,1614.9,24.95,1811.52,0
1,0,0,0,0,0,35,684.4,20.2,1498.0,0
1,0,0,0,0,8,4,217.1,50.3,178.56,0
1,1,1,1,0,0,15,1444.65,93.35,733.95,1
1,1,0,0,0,0,5,392.5,84.7,71.1,0
1,0,1,1,1,0,53,5206.55,96.75,1832.74,0
1,1,1,1,0,8,49,2409.9,49.65,0.0,0
1,0,1,1,0,2,64,5822.3,93.4,1972.48,0
1,0,0,0,0,4,26,1285.8,50.35,120.12,0
1,1,1,1,0,1,58,5812.6,98.7,184.44,1
0,1,0,1,0,9,52,5621.85,106.5,1442.48,0
1,0,0,0,0,0,9,181.8,20.4,123.48,0
1,0,0,0,0,8,14,228.65,19.65,640.64,0
0,0,1,1,0,1,38,3591.25,95.0,1893.16,0
1,1,1,1,1,9,68,6668.0,99.55,2635.0,0
1,0,1,1,1,0,45,3349.1,73.55,1993.05,0
1,0,0,0,1,1,19,1672.35,88.8,646.95,0
1,1,0,0,0,9,22,1850.65,87.0,1070.96,0
1,0,0,0,0,0,43,1188.2,25.7,1097.79,0
1,0,0,0,0,1,14,372.45,25.55,443.8,0
1,0,0,0,0,0,51,1234.6,24.75,921.57,0
1,1,1,1,1,0,72,6224.8,86.65,821.52,0
1,1,0,0,0,3,38,3479.05,91.7,482.98,0
1,0,0,0,1,0,37,2443.3,67.45,482.48,0
1,0,0,0,0,0,62,1413.0,-10.0,1088.72,0
1,0,0,0,1,0,58,4299.2,71.1,2455.14,0
1,1,0,1,1,9,62,4819.75,79.95,1526.44,0
1,0,0,0,0,9,66,4428.45,66.1,2488.86,0
1,1,1,1,0,0,40,4036.85,104.5,1507.6,1
1,1,0,1,0,0,44,4860.35,109.8,2189.0,0
1,1,1,1,1,0,63,7049.75,-10.0,827.82,0
0,0,0,0,1,0,20,1191.2,59.2,662.8,0
1,0,0,0,0,6,19,577.15,34.3,0.0,0
1,1,1,1,1,1,67,5883.85,86.15,214.4,0
1,0,0,0,0,0,67,1311.3,19.8,316.24,0
1,1,1,1,0,4,72,7470.1,104.8,2915.28,0
0,0,0,0,1,0,31,1994.3,65.25,965.34,1
1,0,0,0,0,7,1,20.3,20.3,6.64,0
1,0,0,0,1,5,24,1346.9,58.35,816.24,0
1,0,0,0,0,0,26,457.3,19.8,1188.2,0
0,0,1,1,1,7,59,6152.3,107.0,2427.85,0
1,1,0,0,0,0,44,3973.2,88.15,1444.52,0
1,0,0,0,0,0,18,1359.45,73.55,135.18,0
1,1,1,1,0,1,6,545.2,105.3,164.64,1
1,1,0,1,1,1,28,2812.2,101.3,460.04,1
1,1,0,1,1,1,18,1836.25,99.75,454.86,1
1,0,0,0,0,0,15,1145.7,74.45,661.05,1
1,0,1,1,0,0,45,4192.15,89.3,621.9,0
1,0,0,0,0,0,37,3019.1,80.05,355.57,0
1,1,1,1,1,1,71,6668.05,90.4,253.47,0
0,0,0,0,0,0,33,2406.1,70.4,1631.85,0
1,0,0,0,0,0,37,1315.0,36.65,0.0,0
1,0,1,0,0,0,8,553.4,70.7,335.44,0
1,0,0,0,0,0,11,223.15,19.55,188.32,0
1,0,1,1,1,1,71,5831.2,82.7,2664.63,0
1,0,0,0,0,1,1,45.85,45.85,14.9,1
1,0,0,0,0,0,15,302.45,20.1,146.1,0
1,0,0,0,1,3,68,6297.65,90.2,231.88,0
1,1,1,1,1,9,72,8476.5,115.8,884.88,0
1,0,0,0,0,1,30,2351.45,77.9,85.8,0
1,1,1,1,1,0,50,4179.1,82.5,1062.5,0
1,0,1,1,0,2,23,2044.95,90.15,509.91,0
1,0,0,0,0,0,43,3161.4,75.35,845.38,0
1,1,0,0,0,0,35,2848.45,83.15,1442.35,0
0,0,0,0,0,0,1,44.75,44.75,18.57,0
1,1,1,1,1,3,67,7388.45,112.35,1367.47,0
1,1,1,1,1,6,72,8240.85,110.9,3323.52,0
1,1,0,0,0,0,18,1527.35,90.0,245.7,1
1,1,1,1,0,0,72,7634.8,103.65,782.64,0
0,1,0,0,0,0,16,1312.15,-4.0,206.72,1
1,0,0,0,0,0,4,294.45,74.45,17.16,0
1,0,0,0,0,0,72,1529.65,19.9,2298.96,0
1,0,0,0,0,0,51,1266.4,24.6,1752.36,0
1,0,0,0,0,8,8,658.1,75.0,165.36,0
1,0,0,0,0,3,57,1272.05,19.75,698.82,0
1,0,0,0,0,1,12,229.6,19.8,451.8,1
1,0,0,1,0,3,25,2177.45,89.05,840.75,1
1,0,0,0,0,0,1,47.95,47.95,46.23,0
1,0,0,0,0,0,10,187.35,20.55,47.6,0
1,1,0,0,1,0,69,6743.55,97.65,3405.15,0
1,0,0,0,0,0,15,270.6,19.65,353.4,0
0,0,0,0,0,0,1,71.25,71.25,17.6,0
1,1,1,1,1,0,62,5193.2,84.5,375.1,0
1,1,1,1,1,4,49,4345.0,87.2,1620.43,0
1,1,1,1,1,1,72,6520.8,88.05,2756.16,0
1,0,0,0,0,0,64,1740.8,25.65,1883.52,0
1,0,0,0,0,0,1,20.9,20.9,15.73,1
1,0,0,0,0,0,8,585.95,81.25,40.16,1
0,1,1,1,1,0,35,3836.3,110.8,1152.2,0
1,1,0,0,0,10,41,3893.6,94.3,65.6,0
1,0,0,0,0,1,29,2265.25,80.15,754.87,1
1,0,0,0,0,3,1,20.05,20.05,16.02,0
1,0,0,0,0,0,63,1618.2,24.2,1684.62,0
1,0,1,1,0,2,72,3580.95,49.2,0.0,0
1,0,0,0,0,2,65,1292.6,19.9,1174.55,0
1,0,1,1,0,10,70,6470.1,90.85,2695.0,0
0,0,1,1,0,3,27,1246.4,45.85,0.0,0
1,1,0,1,0,0,20,1648.45,89.95,969.2,0
0,0,1,1,0,0,2,181.1,80.2,52.94,1
1,1,1,1,1,0,2,160.8,76.4,83.28,1
1,0,0,1,0,10,71,6435.25,89.45,1154.46,0
1,0,0,0,0,0,12,267.0,-5.0,199.08,0
1,0,0,0,0,0,1,29.9,29.9,0.0,0
1,1,0,1,1,1,69,7318.2,108.4,3372.72,1
0,0,0,0,1,0,13,450.4,35.4,0.0,0
1,0,0,0,0,0,4,199.75,-8.0,135.72,0
1,0,0,0,0,5,37,861.85,24.1,1653.16,0
1,0,0,0,1,0,3,107.25,41.35,0.0,0
1,0,0,0,0,1,34,682.1,20.1,1418.48,0
1,0,1,1,1,0,22,1545.4,69.75,1099.56,0
1,0,0,0,0,0,29,702.0,25.15,131.37,0
1,0,1,1,0,6,42,2049.05,45.1,0.0,0
1,0,0,0,1,5,61,5251.75,85.55,2845.65,0
1,0,0,0,0,0,3,217.45,74.5,20.91,0
1,0,1,1,0,8,36,2937.65,80.4,1775.88,0
1,0,0,0,0,0,9,405.7,43.75,366.57,0
1,0,0,0,0,5,1,74.6,74.6,42.99,0
1,0,0,0,0,0,27,552.9,20.05,467.1,0
1,0,0,0,0,0,7,438.9,61.4,110.88,0
1,1,1,1,0,1,54,3715.65,70.15,2273.4,1
1,1,1,1,1,1,70,7723.9,114.2,1174.6,1
1,0,0,0,0,0,4,151.3,50.7,39.24,1
1,1,1,1,0,0,19,1394.55,69.6,261.44,0
1,0,0,0,0,0,1,70.3,70.3,15.92,1
1,1,1,1,1,1,22,1742.75,79.2,288.42,1
1,0,0,0,0,4,64,1225.65,19.45,945.92,0
1,0,0,0,0,7,67,1263.05,20.05,3345.98,0
1,0,0,0,0,0,2,118.25,56.55,63.48,0
1,1,0,1,0,1,29,2964.8,103.95,1431.44,0
1,0,0,1,0,1,16,1375.15,85.35,158.88,1
1,0,0,0,0,7,1,74.3,74.3,17.84,0
1,0,0,0,0,3,55,1079.05,20.3,174.9,0
1,1,1,1,1,1,68,7990.05,118.6,87.72,0
0,0,0,0,0,1,61,3641.5,59.8,1628.7,0
1,0,0,0,0,1,6,119.3,19.85,38.88,0
1,1,1,1,0,0,62,4698.05,74.3,2376.46,0
1,0,0,0,0,0,19,865.85,45.0,560.88,0
1,1,0,0,0,0,26,2277.65,89.15,236.34,1
0,1,0,1,1,4,72,7447.7,104.1,1211.04,0
1,0,1,0,0,2,16,1374.9,90.7,445.28,0
1,0,0,0,0,0,59,4949.1,83.25,1842.57,0
1,0,0,0,0,0,1,20.05,20.05,13.51,0
1,0,0,0,0,1,41,899.45,19.75,1453.86,0
0,0,0,0,0,0,7,525.0,75.15,210.42,0
0,1,0,0,1,1,69,7234.8,105.1,1588.38,0
1,1,1,1,1,1,70,4113.15,58.4,0.0,0
1,1,1,1,1,0,71,8477.6,118.65,1270.9,0
1,1,1,1,1,5,70,8152.3,116.55,2853.9,0
1,0,0,0,1,7,12,444.75,33.15,0.0,0
1,0,0,0,0,1,72,1874.3,24.8,987.84,0
1,0,1,0,1,0,23,1284.2,55.3,36.34,0
1,0,0,0,0,0,5,83.75,-10.0,61.1,0
1,1,1,1,0,0,32,2010.95,64.85,496.64,0
1,1,1,1,0,7,53,5576.3,105.25,200.34,0
1,0,0,0,0,0,1,70.25,70.25,23.0,1
0,0,0,0,0,3,5,232.55,49.4,235.3,0
1,0,0,0,0,0,21,1747.2,80.35,281.19,0
0,1,1,1,1,7,68,5607.75,85.0,427.04,0
0,0,0,0,0,0,1,49.65,49.65,4.18,1
1,0,0,0,0,0,4,55.7,20.2,186.12,0
1,0,0,0,0,7,72,1679.25,23.75,1522.08,0
1,0,0,0,0,0,3,98.5,29.2,0.0,0
0,0,0,0,0,1,13,587.45,49.95,385.84,0
1,0,0,0,1,6,57,3274.35,59.3,1074.45,0
1,0,0,0,0,0,1,54.35,54.35,25.39,1
1,0,0,0,0,0,13,389.95,31.65,0.0,0
1,0,1,1,1,0,16,1448.6,89.05,191.36,1
1,0,0,0,1,1,37,2203.1,58.75,1319.79,0
0,0,0,0,0,0,13,931.75,70.15,509.21,0
1,1,0,0,0,0,67,6886.25,102.95,2512.5,1
1,1,1,0,0,0,1,55.2,55.2,35.6,1
1,1,0,1,0,0,53,2854.55,54.45,0.0,1
1,0,0,0,1,3,70,5706.2,84.6,74.9,0
1,0,0,0,0,0,11,818.45,72.9,201.63,0
1,0,1,1,0,8,5,413.25,89.15,78.7,0
1,0,0,0,0,5,4,91.4,20.15,183.36,0
0,1,1,1,0,1,60,6401.25,105.9,2202.6,0
1,0,0,0,0,1,2,151.8,76.4,41.0,1
0,1,1,1,0,0,23,1509.8,64.9,1067.2,0
1,0,0,0,0,10,52,1078.75,20.1,126.88,0
0,0,0,0,0,1,2,120.25,70.35,15.4,0
1,0,1,1,0,0,10,830.85,86.45,176.5,1
1,0,0,0,1,1,61,5895.45,94.2,2058.75,0
1,0,0,0,0,0,1,19.55,19.55,40.63,0
1,1,0,0,0,4,71,7061.65,99.0,1116.83,0
1,0,0,1,1,0,56,4054.2,73.25,2088.8,0
1,1,0,0,1,1,58,5430.35,94.7,2537.5,0
1,0,0,0,1,0,14,1164.05,86.0,668.08,0
1,0,0,0,0,0,40,804.85,20.15,334.4,0
1,1,1,1,0,1,53,4867.95,94.25,835.81,1
1,1,0,0,0,1,7,477.05,69.45,132.37,0
1,0,0,0,0,0,21,416.4,19.95,924.21,0
1,1,1,1,1,5,72,7881.2,110.15,1706.4,0
1,0,0,0,0,5,10,198.5,19.85,155.1,0
1,0,0,0,0,0,22,432.5,20.15,749.54,0
1,0,0,0,0,0,10,222.65,21.2,104.6,0
1,1,1,1,0,0,31,3143.65,101.4,600.78,0
1,0,0,0,0,5,6,122.9,19.55,219.24,0
1,0,0,0,0,3,69,1363.45,19.9,2129.34,0
1,1,1,1,1,1,72,8071.05,111.9,3443.76,0
1,0,1,1,0,1,59,2452.7,41.05,0.0,1
1,1,1,1,0,5,64,4688.65,73.05,1704.96,0
1,0,0,0,0,0,13,1058.6,84.45,284.44,1
1,0,0,0,1,0,15,693.45,45.9,0.0,0
1,0,0,0,0,0,9,653.9,80.55,293.13,0
1,1,0,1,1,5,11,1133.65,104.05,189.75,1
1,1,0,1,0,1,57,5746.15,100.6,2399.7,1
1,0,0,0,0,0,20,1023.85,51.8,78.8,0
1,0,0,0,0,0,14,275.7,20.4,509.88,0
1,0,0,0,0,0,21,1493.2,68.65,642.39,0
1,1,1,1,0,1,24,2231.05,93.15,386.4,1
1,1,1,1,0,0,55,5617.75,98.8,491.15,1
1,0,0,0,0,0,29,788.05,24.85,0.0,0
1,1,1,1,1,9,69,7251.9,106.4,1667.73,0
0,0,1,1,1,0,55,3627.3,64.2,1520.75,0
1,0,0,0,0,0,18,407.05,20.1,338.4,0
1,1,1,1,0,9,24,1821.2,74.8,208.08,0
1,0,0,0,0,0,8,178.7,20.35,114.96,0
1,1,0,1,0,0,14,1531.4,104.85,419.44,1
1,0,0,1,0,1,6,519.15,84.2,242.64,1
1,1,1,1,0,4,59,6039.9,101.1,544.57,1
0,0,1,1,1,2,63,4234.15,67.25,3032.82,0
0,0,0,0,0,0,5,283.95,53.8,247.0,0
1,1,1,1,0,1,56,4952.95,89.7,212.24,0
1,1,0,0,0,0,2,183.75,87.15,12.4,1
1,1,1,1,1,1,56,6033.3,107.25,808.08,0
1,0,0,0,0,10,56,1090.1,20.05,1981.28,0
1,1,1,1,1,0,13,1301.7,99.0,313.82,1
1,0,0,0,1,0,24,830.8,35.75,0.0,0
0,1,1,1,1,9,72,8220.4,115.6,2497.68,0
1,1,0,0,0,0,4,292.8,78.85,147.72,1
1,0,0,0,0,5,69,5420.65,79.2,1487.64,0
1,0,0,0,0,5,18,309.25,19.35,360.0,0
1,0,1,0,0,0,1,70.8,70.8,30.6,1
1,1,1,1,1,3,65,5957.9,90.45,1849.9,0
1,1,1,1,1,1,72,6595.9,89.75,1121.76,0
1,1,1,1,1,1,49,4059.35,84.35,1937.95,1
1,1,1,1,0,0,6,573.3,89.5,287.52,1
0,1,1,1,1,0,43,4211.55,100.0,1692.91,1
1,1,0,0,0,8,68,5163.0,73.0,1370.2,0
1,1,1,1,0,1,13,1233.65,95.25,412.1,1
1,0,0,0,0,8,13,343.6,24.5,633.1,0
1,1,0,0,0,4,62,5411.65,89.1,2340.5,0
1,1,1,1,0,1,23,2326.05,95.1,963.24,0
1,1,1,1,1,1,54,5893.15,110.35,117.72,1
1,1,1,1,1,0,72,4807.45,65.55,0.0,0
1,0,0,0,0,1,11,300.7,25.0,165.44,0
0,1,0,0,0,3,28,973.65,35.9,0.0,0
1,0,0,0,0,6,34,679.0,20.05,150.28,0
0,1,1,1,0,2,56,5614.45,100.3,1464.4,1
1,0,0,0,0,0,6,128.6,19.55,105.18,0
1,0,0,0,0,1,47,921.55,19.65,2157.3,0
1,0,0,0,0,0,1,20.2,20.2,11.25,1
1,0,0,0,0,0,7,521.35,69.55,62.65,0
1,0,0,0,0,0,9,190.1,24.6,0.0,0
1,0,0,0,0,0,1,19.9,19.9,49.51,1
0,1,1,1,1,3,12,943.85,79.2,445.8,0
1,1,1,1,0,3,36,3440.25,95.0,215.64,0
1,1,1,1,0,0,31,3066.45,103.45,287.37,1
1,0,0,0,0,0,49,1024.65,20.45,1553.3,0
1,0,0,0,0,0,33,2033.85,60.9,517.77,0
1,0,0,0,0,7,65,1654.85,26.0,191.75,0
1,0,1,1,1,1,8,564.35,65.5,189.44,0
1,0,0,0,0,0,7,354.05,51.0,241.43,1
1,1,0,1,0,1,70,7101.5,102.95,1221.5,1
1,1,1,1,0,0,42,4400.75,105.2,1405.32,1
1,1,1,0,0,6,62,5791.85,94.95,977.12,0
1,0,0,0,0,7,28,672.2,25.55,1214.08,0
1,0,0,0,0,3,5,453.75,84.5,184.4,1
1,1,1,1,0,1,56,5515.45,99.8,2372.72,0
1,0,0,0,0,0,14,914.0,71.0,507.5,1
1,0,0,0,1,5,13,701.05,54.15,255.19,0
1,0,0,0,0,0,7,322.5,44.65,187.32,0
1,0,0,0,0,0,2,89.5,45.35,50.98,1
1,0,0,0,0,0,40,3233.85,79.2,1794.4,1
1,1,1,1,0,0,62,6413.65,100.15,2019.96,1
1,1,1,1,0,1,30,2866.45,94.05,315.0,1
1,0,0,0,0,0,22,454.05,19.05,1021.9,0
1,0,0,0,0,7,31,755.6,25.75,217.93,0
1,1,1,1,0,3,45,3600.65,78.75,1791.9,0
0,0,1,1,0,0,9,359.4,40.75,0.0,0
1,0,1,0,0,1,12,916.9,84.5,487.56,1
1,0,0,0,1,0,41,3089.1,74.25,44.28,0
1,0,0,0,0,1,15,288.05,20.0,467.1,1
1,0,0,0,0,0,7,96.8,20.05,347.62,0
0,1,0,0,1,1,10,934.1,92.5,111.2,1
1,1,1,1,0,0,27,2724.6,94.55,299.43,1
1,0,0,0,0,0,12,280.4,24.95,306.84,0
1,0,0,0,0,5,48,855.1,19.25,765.6,0
0,1,1,1,1,10,56,2959.8,54.05,0.0,0
1,0,0,0,0,1,38,763.1,19.6,1395.36,0
1,1,1,1,1,5,27,2310.2,83.85,92.61,0
1,1,1,1,0,7,64,6375.8,99.0,2298.88,0
1,0,0,0,0,0,1,82.3,82.3,33.41,1
1,0,1,1,1,3,48,3435.6,69.55,817.44,0
1,0,0,0,0,0,6,116.6,20.6,73.02,0
0,0,0,0,1,0,37,2302.35,61.45,1849.63,0
1,0,0,1,0,1,17,1329.2,81.5,161.5,1
1,1,0,0,0,0,43,3838.75,90.25,540.94,0
1,0,0,0,0,0,52,3829.75,72.95,2193.88,0
1,1,1,1,0,0,4,261.25,68.65,42.56,1
1,0,0,0,0,0,29,535.05,19.85,58.0,0
1,1,0,0,0,1,18,1500.5,87.9,434.88,0
1,1,1,1,0,0,25,2448.75,95.9,131.75,1
1,0,0,0,0,5,67,4322.85,65.65,1529.61,0
1,0,0,0,0,0,3,196.4,73.85,139.95,0
1,1,1,1,0,0,23,2341.55,93.5,416.76,0
1,0,0,0,0,0,20,927.15,44.35,83.0,0
1,0,1,1,0,0,68,5023.0,76.9,86.36,0
1,0,1,1,1,0,4,162.45,40.05,0.0,0
1,0,0,0,0,0,9,741.7,79.9,172.62,1
1,0,0,0,0,0,1,45.7,45.7,5.55,1
1,0,0,0,0,7,71,1756.2,23.95,2181.12,0
1,0,0,0,1,10,72,6735.05,93.05,96.48,0
1,0,1,0,0,1,46,2459.8,53.1,2058.04,0
1,1,1,1,0,0,6,263.05,44.4,0.0,0
1,0,1,0,0,0,56,4092.85,73.85,1993.04,1
1,0,0,0,0,1,30,608.5,19.55,634.2,0
1,1,0,0,1,0,25,1863.8,74.3,34.25,1
1,0,0,0,0,0,5,237.25,50.35,93.45,1
1,1,1,1,1,10,48,5443.65,111.8,603.36,0
1,1,0,0,0,0,8,679.3,80.1,291.12,1
0,1,1,1,1,6,72,8061.5,112.9,2181.6,0
1,0,0,0,0,0,15,399.6,25.4,687.6,1
0,1,1,1,0,0,16,1483.25,94.25,327.04,1
1,1,0,0,0,10,4,308.05,83.25,57.36,0
1,0,0,0,0,0,71,1493.2,20.9,1058.61,0
1,0,0,0,0,3,50,1261.45,24.95,1115.0,0
1,0,0,0,0,5,25,1611.0,61.6,161.25,0
0,0,0,0,0,2,13,916.75,70.15,492.18,1
1,1,1,1,1,4,70,5979.7,84.1,2718.1,0
0,1,1,1,1,1,71,8310.55,116.1,2401.93,0
1,0,0,0,0,0,1,20.3,20.3,29.19,0
1,1,0,0,0,1,18,1082.8,55.95,332.46,0
0,0,0,0,0,4,30,1441.95,49.9,166.8,0
1,1,1,1,0,0,2,167.3,95.65,33.52,1
1,0,0,0,0,0,10,199.45,19.9,238.4,0
1,0,0,0,0,0,10,176.3,20.35,174.0,0
1,0,0,0,0,1,47,3309.25,70.55,1266.65,1
1,0,0,0,0,0,2,116.65,67.75,23.5,1
1,0,1,1,1,2,51,3562.5,69.75,915.45,0
0,1,1,1,0,1,32,3204.65,-8.0,1074.24,1
1,1,0,1,1,0,28,2890.65,103.3,787.92,1
1,0,1,1,1,0,53,5042.75,94.45,1795.64,0
1,0,0,0,0,0,13,268.45,20.0,20.93,0
1,0,0,0,0,1,48,1245.05,26.3,995.04,0
1,0,0,0,0,6,45,1121.05,25.5,1904.4,0
1,0,0,0,0,0,1,20.15,20.15,27.59,0
1,1,0,0,0,7,6,518.75,94.05,247.74,0
1,0,1,1,1,0,5,461.7,89.35,50.55,1
1,0,0,0,0,0,2,91.1,49.25,87.98,1
1,0,0,0,0,3,19,387.4,20.2,602.3,0
1,0,1,1,1,0,42,2882.25,67.7,1651.44,0
0,0,0,0,0,0,14,1043.8,78.85,672.14,0
1,0,0,0,0,1,6,107.6,20.4,248.16,0
1,1,1,1,1,9,42,4135.0,99.0,55.02,0
1,0,0,0,1,2,9,452.8,54.8,400.14,0
1,1,1,1,0,0,13,1358.85,100.35,88.14,1
0,0,1,1,0,0,19,1532.45,86.0,387.79,1
1,1,1,1,0,7,68,3794.5,54.1,0.0,0
1,0,1,1,1,6,72,7732.65,104.9,2319.84,0
1,1,1,1,0,0,10,1064.95,98.9,463.3,0
1,0,0,0,1,0,10,389.8,35.75,0.0,0
1,0,0,0,0,0,20,1540.35,69.8,869.8,0
1,1,0,0,0,0,25,970.55,40.65,0.0,0
1,0,0,0,0,6,71,1378.45,19.45,802.3,0
1,1,1,1,0,1,2,97.1,44.6,0.0,1
1,0,0,0,0,8,41,798.2,19.5,1620.73,0
1,1,1,1,0,3,50,5431.4,108.25,2079.0,0
0,1,0,0,1,5,29,1958.45,69.05,1064.3,0
1,0,0,0,0,0,27,529.8,19.4,557.82,0
1,0,0,0,0,0,1,69.9,69.9,4.99,1
1,1,1,1,0,3,9,853.1,89.45,238.59,1
1,1,1,1,1,0,44,4398.15,100.55,1888.48,1
1,0,0,0,0,6,65,4309.55,67.05,2566.85,0
1,0,0,0,0,6,28,1992.2,70.4,362.32,0
1,0,1,0,0,0,5,223.15,47.15,110.05,1
1,0,1,1,0,0,6,556.35,84.4,131.82,1
1,1,1,1,0,3,36,3366.05,93.6,1487.88,0
1,1,1,1,0,0,43,3921.3,94.35,1772.46,0
1,1,0,1,0,8,58,5780.7,98.9,1804.38,0
1,1,0,0,1,6,63,4448.8,70.8,2960.37,0
1,1,0,0,1,1,43,3953.15,94.3,197.37,0
1,0,0,0,0,3,1,20.4,20.4,27.5,0
0,0,0,0,0,0,22,1427.55,65.05,963.16,0
1,1,1,1,1,8,72,5728.55,80.8,2525.04,0
1,0,0,0,0,2,63,1234.8,19.95,2416.68,0
0,1,0,1,1,5,60,6017.9,99.0,624.0,0
1,1,1,1,1,0,71,8175.9,114.0,1806.95,0
1,1,0,0,0,0,9,449.75,55.35,369.18,1
1,0,0,0,0,0,66,3465.7,54.8,762.96,0
1,0,0,0,0,2,20,416.45,20.0,383.0,0
1,1,1,1,0,1,53,5769.75,106.1,1594.77,1
1,0,0,0,0,0,4,318.9,76.05,169.76,1
0,1,1,1,0,0,9,889.9,94.75,90.63,1
1,0,0,0,0,6,29,540.05,20.0,803.88,0
0,0,1,1,1,4,36,3834.4,106.05,692.64,0
0,1,1,1,0,0,24,2322.85,94.1,730.08,0
1,0,0,0,0,0,57,1094.35,18.8,1122.33,0
1,1,0,1,1,3,70,7349.35,104.45,2753.8,0
0,1,0,0,1,7,59,6252.9,106.75,2909.29,1
0,0,1,1,1,10,70,3635.15,51.05,0.0,0
1,0,1,1,1,0,22,1886.25,89.05,132.0,0
0,0,0,0,0,9,15,1108.6,68.6,362.55,0
1,0,0,1,0,0,4,360.1,84.6,26.72,1
1,0,0,0,0,0,6,109.3,20.65,194.04,0
1,0,1,1,0,1,32,2585.95,84.15,1199.36,1
1,0,0,0,0,0,17,337.9,20.05,65.28,0
1,0,0,0,0,0,2,134.6,60.95,29.76,0
1,0,0,0,0,4,6,438.0,75.5,127.38,1
1,1,1,1,1,8,14,1137.05,80.45,136.78,0
1,1,0,0,1,2,34,2106.3,64.2,419.22,0
1,1,0,0,0,0,2,152.7,79.65,58.08,1
1,0,0,0,0,0,10,301.9,29.75,0.0,0
1,0,1,1,0,0,10,298.45,33.9,0.0,1
1,1,0,0,0,1,23,1849.95,83.75,802.93,0
1,0,0,0,0,0,43,1070.15,25.1,1317.52,0
1,1,1,1,1,7,59,4693.2,80.1,1195.93,0
1,0,1,1,0,7,69,2960.1,43.95,0.0,0
1,1,0,0,0,2,18,812.4,46.4,0.0,0
1,0,0,0,0,1,3,94.4,29.8,0.0,0
1,1,0,1,0,8,65,7227.45,109.4,994.5,0
1,0,1,1,1,0,49,4060.9,81.35,2116.31,0
1,0,1,0,0,4,7,331.3,49.75,252.98,1
1,0,0,0,1,0,39,1700.9,41.15,0.0,0
1,1,0,0,0,1,35,2215.45,62.15,858.55,0
1,1,0,0,0,0,12,1059.55,84.45,148.32,1
1,1,0,1,0,0,38,3653.0,94.75,1784.48,0
1,0,1,1,0,0,6,497.55,83.9,155.58,1
1,1,1,1,0,0,41,3263.9,80.55,252.56,0
1,0,0,0,1,1,40,3303.05,84.85,81.2,1
1,0,0,0,0,0,18,1156.35,60.6,197.46,0
1,0,0,0,0,0,1,20.05,20.05,7.66,0
1,1,0,0,0,1,34,2564.3,78.3,457.3,1
1,0,0,0,0,9,18,467.85,25.55,0.0,0
1,1,0,0,1,0,19,1682.4,89.95,181.45,0
1,0,0,0,0,5,66,1672.35,25.3,2544.3,0
1,1,0,0,0,0,8,773.65,94.0,191.12,1
1,1,1,1,0,0,69,7430.75,110.05,393.99,0
1,1,0,1,1,0,64,7111.3,108.95,1463.04,0
1,1,0,0,0,1,14,1203.9,84.8,372.12,0
1,0,1,1,0,0,56,5219.65,96.85,2613.52,0
1,0,0,0,1,0,4,272.15,60.4,72.12,1
1,0,0,0,0,0,35,2016.45,-4.0,439.6,0
0,0,1,1,1,0,62,6529.25,102.0,500.96,1
0,0,0,0,0,0,18,969.85,56.25,608.4,0
1,0,0,1,0,3,49,4547.25,90.05,1123.08,1
1,1,1,1,0,1,72,7372.65,103.4,221.04,1
1,0,0,0,0,0,7,152.95,25.05,315.91,0
1,0,1,1,0,0,34,2053.05,64.35,1549.04,0
1,0,0,0,0,0,22,1820.9,81.7,515.46,0
1,0,0,0,0,6,70,1715.15,25.35,732.2,0
1,0,1,1,0,1,26,2169.75,84.95,474.76,1
